stop_id,stop_name,address,city,state_province,postal_code,latitude,longitude,fuel_regular_price,fuel_midgrade_price,fuel_premium_price,fuel_diesel_price,stop_type,country,currency,company_name,stop_company_name,RV Dump,Dental Services,Casino,Electric Vehicle Charging Station,Drug Testing Services,Check Cashing,Check Cashing Services,Pet Wash Station,RV Dump Service,Commercial Truck Oil Change,TirePass In-Service Center,Bulk DEF,Dollar Bill's Slots,Electric Svc,International® Warranty,Lottery,Speedco On-Site,Propane Tank Exchange,Preventative Maintenance,Amazon Pickup,Propane Fill Up Services,Liquor Store,Radioshack,Verizon Wireless,Live Parking,Ministry Services,BITCOIN ATM,Pet Area,Cylinder Propane,Premium Wifi,Handicapped Parking,Urgent Care,Prime Parking Spaces,Restaurant,Video Gaming,Lodging,Fleet Cards Accepted,Total Diesel Dispensers/Lanes,Laundry Room,Freightliner® ExpressPoint℠,Game Room,Wi-Fi - Premium,Private Showers,Bulk Propane,Wifi,Fast Fill CNG (Auto),Wi-Fi,RV Hookup,CAT Scale,RFID Pump Start,Speedzone,Diesel Mobile Fueling,Video Gaming Terminal,Embroidery Shop,Other Lube Services,Transflo Express Scanning,Dog Park,Fast Fill CNG (Class 8),Weigh Scale,Truck Parking Spaces,Bridgestone Tire Monitoring,RV Friendly Parking,Laundry Facility,EV Level 3 DCFC,CB Shop,Refrigerated Trailer Maintenance,Chrome Shop,Diesel Lanes,Car Wash,TransFlo,Western Union,Medical Services,Scale,RV Stop Nearby,Wi-Fi - Basic,Truck Wash,Travel Store,Theater Room,Book Store,Roadside Breakdown Solutions,Drivers Lounge,Full Service Restaurant,EV Tesla Level 3 DCFC,Paid Car Parking,Truck Parking,Engine Diagnostics,Brake Svc,IdleAir,QSR(s),Showers,Dog Wash,Permit Services,Electric Car Charging Station,Self Storage Nearby,Driver Lounge,DEF Lanes,Handicapped Showers,Truck Friendly,Barber Shop,Gas Brand,ATM Available,Chiropractor Services,Video Lottery Terminal,Tire Services,ATM,Transflo,eShop,Hotels Nearby,Pegasus,On-SITE Techs - Select Services,EV Level 2,Fax Machine,CAT Scales,Public Laundry,HVAC Svc,NG Certified Truck Service,Standard Services,Light Mechanical,Oil Changes,Expert Truck Alignments,Amazon Lockers
1939,KWIK TRIP #939,105 E MAPLE ST,STANLEY,WI,54768,44.95898,-90.93761,2.919,,3.919,3.189,fuel,USA,USD,Schneider,KwikTrip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,,,,,,,2,,,,,,,,,,,,,,,,
1691,KWIK TRIP #691,1600 MARIA DR,STEVENS POINT,WI,54481,44.53431,-89.57563,2.949,,3.949,3.399,fuel,USA,USD,Schneider,KwikTrip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,,,,,,,2,,,,,,,,,,,,,,,,
1863,KWIK TRIP #863,5311 OLD HIGHWAY 18,STEVENS POINT,WI,54482,44.5219,-89.52476,2.949,,3.949,3.399,fuel,USA,USD,Schneider,KwikTrip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,,,,,,,2,,,,,,,,,,,,,,,,
1893,KWIK TRIP #893,1359 US HIGHWAY 51,STOUGHTON,WI,53589,42.91977,-89.25175,2.999,,3.999,3.499,fuel,USA,USD,Schneider,KwikTrip,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,
1739,KWIK TRIP #739,517 W MAIN ST,STOUGHTON,WI,53589,42.91649,-89.22683,2.999,,3.999,3.499,fuel,USA,USD,Schneider,KwikTrip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,
11209,KWIK TRIP #1209,1639 EGG HARBOR RD,STURGEON BAY,WI,54235,44.85047,-87.35567,2.949,,3.949,3.369,fuel,USA,USD,Schneider,KwikTrip,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,,,,,,,2,,,,,,,,,,,,,,,,
11282,KWIK TRIP #1282,901 S DULUTH AVE,STURGEON BAY,WI,54235,44.82035,-87.39946,2.949,,3.949,3.369,fuel,USA,USD,Schneider,KwikTrip,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,y,,,,,,,2,,,,,,,,,,,,,,,,
11041,KWIK TRIP #1041,10500 DURAND AVE,STURTEVANT,WI,53177,42.69888,-87.91564,2.999,,3.999,3.769,fuel,USA,USD,Schneider,KwikTrip,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,y,,,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,33,,,,,3,,,,,,,,y,,,,,,,2,,,,,,,,,,,,,,,,
1393,KWIK TRIP #393,1252 W MAIN ST,SUN PRAIRIE,WI,53590,43.18044,-89.23373,2.999,,3.999,3.499,fuel,USA,USD,Schneider,KwikTrip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,
11521,KWIK TRIP #1521,9 TOWER DR,SUN PRAIRIE,WI,53590,43.19842,-89.21192,2.999,,3.999,3.499,fuel,USA,USD,Schneider,KwikTrip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,
11523,KWIK TRIP #1523,1706 WINDSOR ST,SUN PRAIRIE,WI,53590,43.18775,-89.2418,2.999,,3.999,3.499,fuel,USA,USD,Schneider,KwikTrip,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,
1496,KWIK TRIP #496,2599 IRONWOOD DR,SUN PRAIRIE,WI,53590,43.18444,-89.2638,2.999,,3.999,3.499,fuel,USA,USD,Schneider,KwikTrip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,
1203,KWIK TRIP #203,1419 BANKS AVE,SUPERIOR,WI,54880,46.7213,-92.10629,3.099,,4.099,3.529,fuel,USA,USD,Schneider,KwikTrip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,,,,,,,2,,,,,,,,,,,,,,,,
1222,KWIK TRIP #222,3027 E 2ND ST,SUPERIOR,WI,54880,46.69773,-92.03523,3.059,,4.059,3.529,fuel,USA,USD,Schneider,KwikTrip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,,,,,,,,,,,,5,,,,,,,,,,,,,y,,,,,,,2,,,,,,,y,,,,,,,,,
1135,KWIK TRIP #135,6007 TOWER AVE,SUPERIOR,WI,54880,46.66657,-92.10527,3.099,,4.099,3.599,fuel,USA,USD,Schneider,KwikTrip,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,,,,,,,2,,,,,,,,,,,,,,,,
1973,KWIK TRIP #973,N67W27619 SILVER SPRING DR,SUSSEX,WI,53089,43.1411,-88.29579,2.999,,3.999,3.499,fuel,USA,USD,Schneider,KwikTrip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,
11124,KWIK TRIP #1124,W250N5279 BUSINESS DR,SUSSEX,WI,53089,43.11248,-88.24768,2.999,,3.999,3.499,fuel,USA,USD,Schneider,KwikTrip,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,,,,,,,2,,,,,,,,,,,,,,,,
11167,KWIK TRIP #1167,103 E HILL ST,THORP,WI,54771,44.95312,-90.79964,2.839,,3.839,3.399,fuel,USA,USD,Schneider,KwikTrip,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,,,,,,,2,,,,,,,,,,,,,,,,
1484,KWIK TRIP #484,124 W MCCOY BLVD,TOMAH,WI,54660,44.0185,-90.50658,2.999,,3.999,3.399,fuel,USA,USD,Schneider,KwikTrip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,
1796,KWIK TRIP #796,310 E MCCOY BLVD,TOMAH,WI,54660,44.01746,-90.50153,2.889,,3.889,3.399,fuel,USA,USD,Schneider,KwikTrip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,,,y,,,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,y,,,,,,,,,,,,70,,,,,7,,,,,,,,y,,,,,,,2,,,,,,,y,,,,,,,,,
11115,KWIK TRIP #1115,730 US HIGHWAY 8 63,TURTLE LAKE,WI,54889,45.39431,-92.16179,2.889,,3.889,3.499,fuel,USA,USD,Schneider,KwikTrip,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,y,,,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,y,,,,,,,2,,,,,,,,,,,,,,,,
1638,KWIK TRIP #638,2107 WASHINGTON ST,TWO RIVERS,WI,54241,44.15303,-87.56803,2.959,,4.059,3.289,fuel,USA,USD,Schneider,KwikTrip,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,,,,,,,2,,,,,,,,,,,,,,,,
1837,KWIK TRIP #837,400 E VERONA AVE,VERONA,WI,53593,42.99237,-89.52951,2.999,,3.999,3.499,fuel,USA,USD,Schneider,KwikTrip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,
1456,KWIK TRIP #456,2145 COUNTY ROAD PB,VERONA,WI,53593,42.97112,-89.51296,2.999,,3.999,3.499,fuel,USA,USD,Schneider,KwikTrip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,,,,,,,2,,,,,,,,,,,,,,,,
11075,KWIK TRIP #1075,233 WILDCAT WAY,VERONA,WI,53593,42.98654,-89.55269,2.999,,3.999,3.499,fuel,USA,USD,Schneider,KwikTrip,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,
1757,KWIK TRIP #757,1301 N MAIN ST,VIROQUA,WI,54665,43.57522,-90.8881,2.949,,3.949,3.499,fuel,USA,USD,Schneider,KwikTrip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,,,,,,,2,,,,,,,y,,,,,,,,,
1366,KWIK TRIP #366,115 PORTLAND RD,WATERLOO,WI,53594,43.18468,-88.98186,2.959,,3.959,3.499,fuel,USA,USD,Schneider,KwikTrip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,
1444,KWIK TRIP #444,1184 N 4TH ST,WATERTOWN,WI,53098,43.20718,-88.70805,2.849,,3.849,3.499,fuel,USA,USD,Schneider,KwikTrip,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,
1354,KWIK TRIP #354,1731 S CHURCH ST,WATERTOWN,WI,53094,43.17024,-88.73171,2.849,,3.849,3.499,fuel,USA,USD,Schneider,KwikTrip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,,,,,,,2,,,,,,,,,,,,,,,,
11529,STOP N GO #1529,910 W SAINT PAUL AVE,WAUKESHA,WI,53188,43.00724,-88.24521,2.899,3.299,3.899,3.499,fuel,USA,USD,Schneider,KwikTrip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
1527,KWIK TRIP #527,1700 PEWAUKEE RD,WAUKESHA,WI,53188,43.0263,-88.22648,2.939,,3.939,3.499,fuel,USA,USD,Schneider,KwikTrip,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,
1425,KWIK TRIP #425,2530 N GRANDVIEW BLVD,WAUKESHA,WI,53188,43.03914,-88.25655,2.999,,3.999,3.499,fuel,USA,USD,Schneider,KwikTrip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,
1970,KWIK TRIP #970,2106 S WEST AVE,WAUKESHA,WI,53189,42.97606,-88.23675,2.899,,3.899,3.499,fuel,USA,USD,Schneider,KwikTrip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,,,,,,,2,,,,,,,,,,,,,,,,
1968,KWIK TRIP #968,2302 E MORELAND BLVD,WAUKESHA,WI,53186,43.03102,-88.18097,2.899,,3.899,3.499,fuel,USA,USD,Schneider,KwikTrip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,
1969,KWIK TRIP #969,21980 WATERTOWN RD,WAUKESHA,WI,53186,43.04963,-88.18555,2.939,,3.939,3.499,fuel,USA,USD,Schneider,KwikTrip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,
1373,KWIK TRIP #373,1809 W SAINT PAUL AVE,WAUKESHA,WI,53188,42.99621,-88.25912,2.899,,3.899,3.499,fuel,USA,USD,Schneider,KwikTrip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,,,,,,,2,,,,,,,y,,,,,,,,,
1396,KWIK TRIP #396,W229N2086 REDFORD BLVD,WAUKESHA,WI,53186,43.05892,-88.2046,2.939,,3.939,3.499,fuel,USA,USD,Schneider,KwikTrip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,,,,,,,2,,,,,,,y,,,,,,,,,
11219,KWIK TRIP #1219,2807 RIVER VALLEY RD,WAUKESHA,WI,53189,42.97898,-88.27241,2.899,,3.899,3.499,fuel,USA,USD,Schneider,KwikTrip,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,
1436,KWIK TRIP #436,924 FLEETFOOT DR,WAUKESHA,WI,53186,42.99482,-88.20146,2.899,,3.899,3.499,fuel,USA,USD,Schneider,KwikTrip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,
11059,KWIK TRIP #1059,1350 WATER WHEEL DR,WAUNAKEE,WI,53597,43.16838,-89.46093,2.959,,3.959,3.299,fuel,USA,USD,Schneider,KwikTrip,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,
1832,KWIK TRIP #832,208 E MAIN ST,WAUNAKEE,WI,53597,43.19164,-89.45247,2.959,,3.959,3.299,fuel,USA,USD,Schneider,KwikTrip,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,
1529,KWIK TRIP #529,5420 WILLOW RD,WAUNAKEE,WI,53597,43.15113,-89.41376,2.999,,3.999,3.399,fuel,USA,USD,Schneider,KwikTrip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
1888,KWIK TRIP #888,106 COUNTY ROAD QQ,WAUPACA,WI,54981,44.35514,-89.11893,2.999,,3.999,3.399,fuel,USA,USD,Schneider,KwikTrip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,y,,,,,,,2,,,,,,,,,,,,,,,,
1651,KWIK TRIP #651,800 W MAIN ST,WAUPUN,WI,53963,43.63349,-88.74907,2.999,,3.999,3.259,fuel,USA,USD,Schneider,KwikTrip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,
11207,STOP N GO #1207,1001 E MAIN ST,WAUPUN,WI,53963,43.63272,-88.71685,2.999,,3.999,3.259,fuel,USA,USD,Schneider,KwikTrip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,
1204,KWIK TRIP #204,225451 RIB MOUNTAIN DR,WAUSAU,WI,54401,44.91426,-89.64833,2.999,,3.999,3.299,fuel,USA,USD,Schneider,KwikTrip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,,,,,,,2,,,,,,,y,,,,,,,,,
1851,KWIK TRIP #851,2950 STEWART AVE,WAUSAU,WI,54401,44.95731,-89.67365,2.979,,3.979,3.299,fuel,USA,USD,Schneider,KwikTrip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,
11033,KWIK TRIP #1033,1415 WEST ST,WAUSAU,WI,54401,44.95364,-89.65495,2.979,,3.979,3.299,fuel,USA,USD,Schneider,KwikTrip,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,y,,,,,,,2,,,,,,,,,,,,,,,,
1845,KWIK TRIP #845,935 E MAIN ST,WAUTOMA,WI,54982,44.06956,-89.27095,2.999,,3.999,3.399,fuel,USA,USD,Schneider,KwikTrip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,
11047,KWIK TRIP #1047,10923 W LAPHAM ST,WEST ALLIS,WI,53214,43.01344,-88.04838,2.899,,3.899,3.499,fuel,USA,USD,Schneider,KwikTrip,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,,,,,,,2,,,,,,,,,,,,,,,,
11002,KWIK TRIP #1002,806 S MAIN ST,WEST BEND,WI,53095,43.41192,-88.1819,2.999,,3.999,3.499,fuel,USA,USD,Schneider,KwikTrip,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,
11058,KWIK TRIP #1058,1280 E PARADISE DR,WEST BEND,WI,53095,43.39812,-88.16156,2.999,,3.999,3.499,fuel,USA,USD,Schneider,KwikTrip,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,
1136,KWIK TRIP #136,1750 S SILVERBROOK DR,WEST BEND,WI,53095,43.3993,-88.18907,2.999,,3.999,3.499,fuel,USA,USD,Schneider,KwikTrip,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,
11082,KWIK TRIP #1082,1625 W WASHINGTON ST,WEST BEND,WI,53095,43.42678,-88.19873,2.999,,3.999,3.499,fuel,USA,USD,Schneider,KwikTrip,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,
11062,KWIK TRIP #1062,1580 E WASHINGTON ST,WEST BEND,WI,53095,43.42705,-88.15881,2.999,,3.999,3.499,fuel,USA,USD,Schneider,KwikTrip,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,y,,,,,,,2,,,,,,,,,,,,,,,,
11048,KWIK TRIP #1048,341 JEFFERSON ST E,WEST SALEM,WI,54669,43.89374,-91.07721,2.999,,3.999,3.399,fuel,USA,USD,Schneider,KwikTrip,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,y,,,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,1,,,,y,,,,,,,,,,,,11,,,,,,,,,,,,,y,,,,,,,2,,,,,,,,,,,,,,,,
1787,KWIK TRIP #787,3207 SCHOFIELD AVE,WESTON,WI,54476,44.90417,-89.58333,2.999,,3.999,3.399,fuel,USA,USD,Schneider,KwikTrip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,,,,,,,2,,,,,,,,,,,,,,,,
1140,KWIK TRIP #140,7605 SCHOFIELD AVE,WESTON,WI,54476,44.90029,-89.52808,2.999,,3.999,3.399,fuel,USA,USD,Schneider,KwikTrip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,,,,,,,2,,,,,,,,,,,,,,,,
1493,KWIK TRIP #493,305 ELKHORN RD,WHITEWATER,WI,53190,42.83001,-88.70938,2.999,,3.999,3.499,fuel,USA,USD,Schneider,KwikTrip,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,,,,,,,1,,,,,,,,,,,,,,,,
11065,KWIK TRIP #1065,837 S JANESVILLE ST,WHITEWATER,WI,53190,42.82173,-88.74645,2.999,,3.999,3.499,fuel,USA,USD,Schneider,KwikTrip,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,,,,,,,2,,,,,,,,,,,,,,,,
